597	0.000000000
54	0.000062000
597	0.002962000
60	0.000184000
597	0.061036000
54	0.039635000
597	0.964913000
60	0.000282000
597	0.000107000
60	0.000199000
597	0.071972000
54	0.000032000
597	0.288105000
54	0.000039000
597	0.002707000
60	0.000271000
597	0.061244000
54	0.037976000
597	0.085168000
54	0.000032000
597	0.002592000
60	0.000210000
597	0.061385000
597	0.016976000
54	0.021659000
54	0.016014000
1514	7.304814000
1514	0.000338000
247	0.000124000
60	0.000064000
60	0.000020000
597	0.000259000
60	0.000161000
597	0.452947000
54	0.000060000
597	0.069452000
54	0.000034000
597	0.003036000
60	0.000306000
1392	0.033088000
597	0.004870000
60	0.000161000
859	0.022917000
597	0.003694000
60	0.000138000
1514	0.013859000
1193	0.000197000
60	0.000236000
1514	0.250114000
1514	0.000170000
60	0.000095000
761	0.000055000
60	0.000097000
597	0.000255000
60	0.000120000
597	0.195331000
54	0.039159000
597	0.246814000
54	0.000219000
597	0.106175000
54	0.000052000
1111	0.064363000
54	0.000034000
597	0.003099000
60	0.000205000
597	3.432914000
597	0.002166000
60	0.000296000
597	0.067860000
54	0.039628000
1514	0.322347000
1514	0.000289000
60	0.000128000
247	0.000026000
60	0.000104000
597	0.000108000
60	0.000067000
597	0.513953000
54	0.000063000
597	0.003014000
60	0.000200000
597	0.102829000
54	0.036809000
597	0.783598000
54	0.000038000
597	0.001101000
60	0.000129000
597	0.063390000
54	0.039944000
1140	0.065122000
54	0.000031000
1514	0.161241000
1514	0.000096000
247	0.000065000
60	0.000054000
60	0.000157000
1514	0.000173000
165	0.000070000
60	0.000097000
597	0.088677000
54	0.000060000
597	0.124485000
54	0.000053000
597	0.001873000
60	0.000232000
597	0.062480000
54	0.038929000
597	0.064388000
54	0.000047000
597	0.089610000
54	0.000059000
597	0.107171000
54	0.000048000
597	0.064380000
54	0.000046000
597	0.000365000
60	0.000146000
597	0.002056000
60	0.000160000
597	0.615719000
597	0.002405000
60	0.000322000
1514	0.061969000
1514	0.000367000
60	0.000171000
247	0.000110000
60	0.000097000
597	0.000233000
60	0.000116000
597	0.001712000
54	0.036392000
597	0.193650000
54	0.000019000
597	0.227928000
54	0.000053000
597	0.004645000
60	0.000281000
1514	1.437903000
1514	0.000112000
60	0.000099000
247	0.000038000
60	0.000106000
597	0.519983000
597	0.005210000
60	0.000161000
597	0.100534000
54	0.037193000
1514	0.468963000
1514	0.000106000
60	0.000099000
247	0.000088000
60	0.000192000
1514	0.000194000
1514	0.000236000
60	0.000088000
247	0.000036000
60	0.000046000
1514	0.000443000
1514	0.000184000
60	0.000047000
1235	0.000063000
60	0.000045000
1514	0.000204000
719	0.000069000
60	0.000045000
1514	0.000539000
1514	0.000227000
60	0.000049000
1235	0.000065000
60	0.000047000
1514	0.000333000
1514	0.000083000
60	0.000077000
1235	0.000084000
60	0.000046000
1191	0.000094000
60	0.000077000
1514	0.000415000
1514	0.000077000
60	0.000048000
1235	0.000075000
60	0.000048000
1514	0.000114000
1514	0.000077000
60	0.000045000
1235	0.000073000
60	0.000049000
163	0.000036000
60	0.000048000
597	0.337466000
54	0.000065000
597	0.106491000
54	0.000048000
597	0.064588000
54	0.000048000
597	0.149764000
54	0.000060000
597	0.003448000
60	0.000062000
1514	1.338453000
1514	0.000252000
60	0.000069000
247	0.000114000
60	0.000069000
597	0.000136000
60	0.000069000
597	0.843607000
597	0.003030000
60	0.000230000
1514	1.021463000
1514	0.000277000
60	0.000185000
247	0.000186000
60	0.000169000
597	0.000171000
60	0.000062000
597	0.217914000
597	0.002741000
60	0.000243000
1474	0.345943000
515	0.000049000
54	0.000166000
345	0.064112000
1514	0.006317000
1514	0.000084000
60	0.000051000
247	0.000067000
60	0.000086000
1140	0.058240000
597	0.004855000
60	0.000156000
597	0.728441000
597	0.005419000
60	0.000247000
597	0.878266000
597	0.002695000
60	0.000173000
597	0.065771000
54	0.037472000
1514	0.348667000
1514	0.000242000
60	0.000196000
247	0.000066000
60	0.000103000
597	0.000286000
60	0.000123000
1514	0.401147000
1514	0.000280000
60	0.000123000
247	0.000021000
60	0.000050000
597	0.000141000
60	0.000109000
597	0.133560000
54	0.000069000
597	0.004397000
60	0.000204000
597	0.101544000
54	0.036595000
597	0.275111000
54	0.000042000
597	0.002176000
60	0.000096000
597	2.984387000
597	0.002092000
60	0.001048000
597	0.065058000
54	0.038097000
1514	0.951508000
1514	0.000155000
60	0.000226000
247	0.000137000
60	0.000131000
597	0.000131000
60	0.000158000
597	0.409276000
54	0.000060000
1514	0.019504000
1514	0.000097000
60	0.000178000
247	0.000061000
60	0.000082000
597	0.000187000
60	0.000146000
597	0.137101000
597	0.005349000
60	0.000240000
597	0.100418000
54	0.038856000
597	0.235363000
54	0.000053000
597	0.106595000
54	0.000052000
597	0.000547000
60	0.000239000
597	0.003444000
60	0.000161000
597	3.679945000
54	0.037430000
1514	0.225488000
1514	0.000256000
247	0.000082000
60	0.000123000
60	0.000014000
597	0.000266000
60	0.000128000
597	0.512542000
54	0.000041000
597	0.105950000
54	0.000036000
597	0.004338000
60	0.000187000
597	0.059736000
54	0.039008000
1514	0.966435000
1514	0.000484000
60	0.000250000
247	0.000226000
60	0.000142000
597	0.000279000
60	0.000074000
597	0.536248000
54	0.000065000
597	0.000490000
60	0.000234000
597	0.003689000
60	0.000107000
1514	2.772278000
1514	0.000244000
60	0.000236000
247	0.000069000
60	0.000188000
597	0.000227000
60	0.000096000
597	0.550302000
597	0.004137000
60	0.000215000
597	0.101874000
54	0.037357000
1514	1.000937000
1514	0.000249000
60	0.000207000
247	0.000185000
60	0.000348000
597	0.000342000
60	0.000096000
597	0.411312000
54	0.000097000
597	0.162720000
54	0.000040000
597	0.003949000
60	0.000206000
1514	0.455936000
1514	0.000125000
60	0.000110000
